iter	Logloss
438	0.1841078744
439	0.1840471469
440	0.1839605855
441	0.1839089289
442	0.1838680779
443	0.1837859799
444	0.1837125153
445	0.1836557376
446	0.1835866005
447	0.1835212878
448	0.1834177495
449	0.1833678293
450	0.183326169
451	0.183294606
452	0.1832488348
453	0.1831007691
454	0.1830709422
455	0.1830276281
456	0.1829591504
457	0.182901916
458	0.1828323872
459	0.1828019191
460	0.1827420972
461	0.1826804099
462	0.1825769498
463	0.1824122227
464	0.182374482
465	0.1823149026
466	0.1821286378
467	0.1820924301
468	0.1820446964
469	0.1819624044
470	0.1818918307
471	0.1817390215
472	0.1816148068
473	0.1815523827
474	0.1814959834
475	0.18141182
476	0.181361227
477	0.1812866556
478	0.1812230253
479	0.1811329685
480	0.181082634
481	0.181044226
482	0.1809727071
483	0.1809159251
484	0.180771581
485	0.180676944
486	0.1806342018
487	0.1805750786
488	0.1805203664
489	0.1804547173
490	0.1803789378
491	0.1802092283
492	0.1801445074
493	0.1800762838
494	0.1799951448
495	0.1799153923
496	0.1798345976
497	0.1797476865
498	0.1796958056
499	0.1796434727
500	0.1795395702
501	0.1794654425
502	0.1794120615
503	0.1793660449
504	0.1793211757
505	0.179219714
506	0.1791881487
507	0.179145994
508	0.1791038477
509	0.1790594205
510	0.1789866749
511	0.1789515396
512	0.1788833695
513	0.1788062118
514	0.1787715423
515	0.1787187758
516	0.1786167131
517	0.1785332986
518	0.1784821532
519	0.1784466544
520	0.1783571335
521	0.1782791333
522	0.1782148342
523	0.1781354538
524	0.1779727241
525	0.1779077284
526	0.177846339
527	0.1778105974
528	0.1777606841
529	0.1776885191
530	0.1776186348
531	0.1774902035
532	0.1774371932
533	0.1773626245
534	0.1773155121
535	0.1772715561
536	0.177210899
537	0.1771439047
538	0.177082338
539	0.177055027
540	0.1769949872
541	0.1769480659
542	0.1768790063
543	0.1768257363
544	0.1768077987
545	0.1767537496
546	0.1766815507
547	0.1766456506
548	0.1766122511
549	0.1765580778
550	0.1765274017
551	0.1764064256
552	0.1763656661
553	0.1762770931
554	0.1762210875
555	0.1761695657
556	0.1761056978
557	0.1760787644
558	0.1760207105
559	0.1759723199
560	0.1758990639
561	0.175797556
562	0.1757250155
563	0.1756524515
564	0.1755950473
565	0.1755618001
566	0.1755268601
567	0.1754633808
568	0.1754066861
569	0.1753626741
570	0.1753236187
571	0.1752781361
572	0.1752241237
573	0.1751512514
574	0.1750935247
575	0.1750293454
576	0.1749204432
577	0.1748746402
578	0.1748378351
579	0.1747748243
580	0.1747326551
581580	0.173681256
581	0.1736413044
582	0.173573927
583	0.1734329708
584	0.1733936812
585	0.1733480373
586	0.173586	0588	0.174215587	589	0.1741608588	0.1723223365
589	591	0.1739131590	592	0.17387255593	0.17383804545594	0.17381397885595	0.17378135225596	0.17375456355597	0.17369972035598	0.17365674615599	0.1735822688
600	0.1735464711
601	0.1735268533
602	0.17351632860603	0.1734402745
604	0.17340681860605	0.1733586186606	0.1733167819
607	0.1732719529
608	0.1732170343
609	0.1731568113
610	0.1731263869
611	0.1730868912
612	0.1730023405
613	0.172959895
614	0.1728601613	615	0.1728021614	616	0.172695103
617	0.17263533616618	0.17259753617619	0.1725734618	620	0.1725375619	621	0.1725007620	622	0.1724277621	623	0.1723493622	624	0.172313623	0625	0.172293624	0626	0.17224625	0.627	0.17222626	0.628	0.17219627	0.629	0.17213628	0.630	0.17209629	0631	0.172045630	0.1700489396
631	0.1700053478
632	0.1698833833
633	0.1698208992
634	0.1697813097
635	0.1697334999
636	638	0.171596637	0639	0.171569638	0640	0.171517639	0641	0.171453640	0642	0.171296641	0643	0.171262642	644	0.1712187643	645	0.1711544644	646	0.1711045898
647	0.171074132
648	0.1709940578
649	0.1709394859
650	0.170899083
651	0.1708639911
652	0.1708380037
653	0.1707927596
654	0.1707412999
655	0.1706867178
656	0.1706538062
657	0.1706085587
658	0.17048580165659	0.17044481665660	0.17038005965661	0.1703428660	662	0.1702895661	663	0.1702432662	664	0.1701464663	665	0.1700793664	666	0.1700338364
667	0.1699321832
668	0.16990909
669	0.1698769278
670	0.1698344056
671	0.1697945944
672	0.1697584822
673	0.1697340721
674	0.1696619308
675	0.1696175263
676	0.169558889
677	0.1695268662
678	0.169501361
679	0.1694481464
680	0.1694120887
681	0.1693695816
682	0.1693227337
683	0.169244997
684	0.1691714756
685	0.1691230166
686	0.1690218197
687	0.1689270418
688	0.1688585409
689	0.1688052801
690	0.1687658606
691	0.1686457048
692	0.1686014954
693	0.1685403901
694	0.1684812436
695	0.1683458409
696	0.1682387421
697	0.1681998597
698	0.1681508674
699	0.1681110136
700	0.1680808273
701	0.1680291123
702	0.1679733687
703	0.1679444599
704	0.1678870127
705	0.1678466935
706	0.1678083942
707	0.1677667853
708	0.1677354688
709	0.1676999446
710	0.1676585587
711	0.1675927192
712	0.167539925
713	0.1674649624
714	0.1673661546
715	0.1673029972
716	0.1672450948
717	0.1671902977
718	0.1671388256
719	0.1670980187
720	0.1670376908
721	0.1670006061
722	0.166948511
723	0.1669419273
724	0.1669292358
725	0.1669090328
726	0.1668629789
727	0.1668030879
728	0.1667411603
729	0.1666894984
730	0.1665880293
731	0.1665344988
732	0.1665001201
733	0.1664854879
734	0.1664783077
735	0.1663889673
736	0.1663682333
737	0.1663273489
738	0.1662692011
739	0.1662202369
740	0.1661682793
741	0.1660828401
742	0.1660454619
743	0.1660094753
744	0.1659510164
745	0.1659000604
746	0.16582474
747	0.165798568
748	0.1657600314
749	0.1656845874
750	0.1656421925
751	0.1655803226
752	0.1655539285
753	0.1655053875
754	0.1653976153
755	0.1653748492
756	0.1653259717
757	0.1652756848
758	0.1652310633
759	0.1651720953
760	0.1650746857
761	0.1650293032
762	0.1649854624
763	0.1649305198
764	0.1648947807
765	0.1648656428
766	0.1648030906
767	0.1647595894
768	0.1647283134
769	0.1647072646
770	0.1646894763
771	0.1646452741
772	0.1645999999
773	0.1645366539
774	0.1645025035
775	0.1644925159
776	0.164426905
777	0.1643818807
778	0.1643358292
779	0.1643059989
780	0.16425921
781	0.1642168735
782	0.1641583
783	0.16411841
784	0.1640814839
785	0.1640313712
786	0.163986232
787	0.163952522
788	0.1638948384
789	0.1638878864
790	0.1638337637
79790	0.1606876846
791	0.1606413495
792	0.1605665872
793	0.1605318499
794	0.160450044
795	0.1603804782
796	0.1603594988
797	0.1603195478
798	0.1602701582
799	0.1602206075
800	0.1601660048
801	0.1601173645
802	0.160072101
803	0.1600484923
804	0.1600123145
805	0.1599674044
806	0.1598870497
807	0.1598251261
808	0.1597621438
809	0.159711123
810	0.159598205
811	0.1595676818
8811	0.1607696042
812	0.1607188022
813	0.1606526072
814	0.1606017434
815	0.1605603826
816	0.160554037
817	0.1604748915
818	0.1604498249
819	0.1604123409
820	0.1603330247
821	0.160291587
822	0.160258233
823	0.1602266343
824	0.1601782447
825	0.1601188921
826	0.1600688342
827	0.160002348
828	0.1599340384
829	0.1599088619
830	0.1598360884
831	0.159793469
832	0.1597562916
833	0.1597046352
834	0.1596560502
835	0.1595857809
836	0.1595449956
837	0.1594727894
838	0.1594448064
839	0.1593743607
840	0.1593139292
841	0.1592909441
842	0.1592240286
843	0.1591604631
844	0.1590944598
845	0.159057278
846	0.1590245026
847	0.1590033046
848	0.1589604611
849	0.1589080302
850	0.1588778688
851	0.1588519208
852	0.1588007857
853	0.1587747948
854	0.158752636
855	0.1587148904
856	0.1586867779
857	0.1586302058
858	0.1585765532
859	0.1585284639
860	0.1584610195
861	0.1584365701
862	0.1583905966
863	0.1583182235
864	0.1582920651
865	0.1582663195
866	0.1582360019
867	0.158183553
868	0.158145908
869	0.1581118554
870	0.1580722584
871	0.1580588941
872	0.1580125946
873	0.15797811
874	0.1579460888
875	0.1579115828
876	0.1578949023
877	0.1578405809
878	0.157785491
879	0.1577474445
880	0.1577082605
881	0.1576991314
882	0.1576386669
883	0.1576248411
884	0.157574045
885	0.1575351309
886	0.1575264329
887	0.1575083947
888	0.1574798899
889	0.1574188089
890	0.1573834724
891	0.1573455022
892	0.1572901557
893	0.1572506211
894	0.1572039592
895	0.1571818606
896	0.1571178918
897	0.1570651502
898	0.1570361933
899	0.1569720317
900	0.1569411905
901	0.1569216133
902	0.1568600389
903	0.1567903359
904	0.1567648281
905	0.1567556143
906	0.1567067756
907	0.1566519427
908	0.1566080271
909	0.1565696439
910	0.1565409664
911	0.1565052554
912	0.1564652152
913	0.1563846799
914	0.1563384445
915	0.15629589
916	0.1562729205
917	0.156215052
918	0.1561789014
919	0.1561238999
920	0.1560719379
921	0.1560216914
922	0.1559726548
923	0.1559258883
924	0.1558673569
925	0.1558113462
926	0.1557602497
927	0.155710786
928	0.1556727985
929	0.1556183291
930	0.1555864284
931	0.1555603442
932	0.1555195355
933	0.1554603478
934	0.1554272823
935	0.1553921221
936	0.1552974641
937	0.1552413615
938	0.1552135274
939	0.1551548043
940	0.1551183579
941	0.1550644467
942	0.1550018627
943	0.1549762881
944	0.1549449993
945	0.1548946107
946	0.1548751042
947	0.154835229
948	0.1547877416
949	0.1547573479
950	0.1547357602
951	0.1547148856
952	0.1546870031
953	0.1546179383
954	0.1546011158
955	0.1545656386
956	0.1545428108
957	0.1544912445
958	0.1544374933
959	0.1543801514
960	0.1543298271
961	0.1542815159
962	0.1542341399
963	0.1542011193
964	0.1541721924
965	0.1541385993
966	0.1540714758
967	0.1540389527
968	0.1540116341
969	0.1539595459
970	0.1539301389
971	0.1538776296
972	0.1538433826
973	0.1538132748
974	0.1537678036
975	0.1537401686
976	0.1536754498
977	0.1536569264
978	0.153612544
979	0.1535657891
980	0.1535282227
981	0.1534955407
982	0.1534552682
983	0.1534025757
984	0.1533568807
985	0.1533308163
986	0.153276979
987	0.1532284098
988	0.1531842725
989	0.1531254478
990	0.1530837003
991	0.1530414348
992	0.1529856969
993	0.1529258971
994	0.1528807714
995	0.1528477462
996	0.1527911335
997	0.152718928
998	0.1526826913
999	0.1526440809
0.1523382615
2
